country,site_code,site_type,data_collection_date,Year,sampling_loc_name,transect_id,inside_or_outside_NTZ,Latitud_decimal_degree,Longitud_decimal_degree,Reef_zone,Water_depth_m,species_scientific_name,Family_name,trophic_group,length_cm,n_individuals,transect_area_sq_m,count_ha,weight_kg,biomass_kg_ha,indicator_species,repeat_sampling_loc,Year_number,notes,information_source
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,3,TURF,-5.46239,123.38289,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,15,27,1000,270,0.09506831,25.6684437,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,3,TURF,-5.507325494,123.4442238,Atoll,8,Naso sp,ACANTHURIDAE,Herbivore,15,18,1000,180,0.094825694,17.06862492,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,3,TURF,-5.507325494,123.4442238,Atoll,8,Scarus sp,SCARIDAE,Herbivore,15,18,1000,180,0.079497569,14.30956242,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,3,TURF,-5.46239,123.38289,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,25,13,1000,130,0.432071731,56.16932503,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,3,TURF,-5.507325494,123.4442238,Atoll,8,Macolor macularis,LUTJANIDAE,carnivore,25,11,1000,110,0.280085856,30.80944416,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,3,TURF,-5.46239,123.38289,atoll,8,Scarus sp,SCARIDAE,Herbivore,25,11,1000,110,0.364763262,40.12395882,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,3,TURF,-5.507325494,123.4442238,Atoll,8,Naso sp,ACANTHURIDAE,Herbivore,25,6,1000,60,0.422748385,25.3649031,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,3,TURF,-5.507325494,123.4442238,Atoll,8,Scarus sp,SCARIDAE,Herbivore,25,6,1000,60,0.364763262,21.88579572,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,3,TURF,-5.46239,123.38289,atoll,8,Pterocaesio tile,CAESIONIDAE,planktivore,15,35,1000,350,0.058514966,20.4802381,NA,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,3,TURF,-5.507325494,123.4442238,Atoll,8,Scarus sp,SCARIDAE,Herbivore,35,1,1000,10,0.99502404,9.950240399,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,3,TURF,-5.46239,123.38289,atoll,8,Cephalopholis argus,SERRANIDAE,carnivore,25,1,1000,10,0.260213675,2.60213675,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,3,TURF,-5.46239,123.38289,atoll,8,Siganus sp,SIGANIDAE,Herbivore,15,1,1000,10,0.071764094,0.71764094,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,3,TURF,-5.46239,123.38289,atoll,8,Cephalopholis miniata,SERRANIDAE,carnivore,25,0,1000,0,0.241306469,0,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,3,TURF,-5.46239,123.38289,atoll,8,Cephalopholis urodeta,SERRANIDAE,carnivore,15,0,1000,0,0.058139899,0,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,4,TURF,-5.46239,123.38289,atoll,8,Acanthurus mata,ACANTHURIDAE,Herbivore,15,32,1000,320,0.076565916,24.50109312,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,4,TURF,-5.46239,123.38289,atoll,8,Scarus sp,SCARIDAE,Herbivore,15,31,1000,310,0.079497569,24.64424639,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,4,TURF,-5.507325494,123.4442238,Atoll,8,Naso sp,ACANTHURIDAE,Herbivore,15,27,1000,270,0.094825694,25.60293738,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,4,TURF,-5.507325494,123.4442238,Atoll,8,Scarus sp,SCARIDAE,Herbivore,15,20,1000,200,0.079497569,15.8995138,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,4,TURF,-5.46239,123.38289,atoll,8,Scarus sp,SCARIDAE,Herbivore,25,19,1000,190,0.364763262,69.30501978,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,4,TURF,-5.46239,123.38289,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,15,15,1000,150,0.09506831,14.2602465,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,4,TURF,-5.46239,123.38289,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,25,10,1000,100,0.432071731,43.2071731,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,4,TURF,-5.507325494,123.4442238,Atoll,8,Lutjanus Bohar,LUTJANIDAE,carnivore,25,8,1000,80,0.294729145,23.5783316,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,4,TURF,-5.507325494,123.4442238,Atoll,8,Lethrinus olivaceus,LETHRINIDAE,carnivore,35,5,1000,50,0.74018587,37.00929351,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,4,TURF,-5.507325494,123.4442238,Atoll,8,Plectorhinchus lineatus,HAEMULIDAE,benthic invertivore,35,7,1000,70,0.711741064,49.8218745,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,4,TURF,-5.507325494,123.4442238,Atoll,8,Scarus sp,SCARIDAE,Herbivore,25,4,1000,40,0.364763262,14.59053048,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,4,TURF,-5.507325494,123.4442238,Atoll,8,Plectorhinchus lessoni,HAEMULIDAE,carnivore,35,4,1000,40,0.756491844,30.25967374,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,4,TURF,-5.46239,123.38289,atoll,8,Siganus sp,SIGANIDAE,Herbivore,15,2,1000,20,0.071764094,1.43528188,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,4,TURF,-5.46239,123.38289,atoll,8,Pterocaesio tile,CAESIONIDAE,planktivore,15,27,1000,270,0.058514966,15.79904082,NA,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,4,TURF,-5.507325494,123.4442238,Atoll,8,Cephalopholis argus,SERRANIDAE,carnivore,25,1,1000,10,0.260213675,2.60213675,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,4,TURF,-5.46239,123.38289,atoll,8,Cephalopholis urodeta,SERRANIDAE,carnivore,15,1,1000,10,0.058139899,0.58139899,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,4,TURF,-5.46239,123.38289,atoll,8,Cephalopholis argus,SERRANIDAE,carnivore,25,0,1000,0,0.260213675,0,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,4,TURF,-5.46239,123.38289,atoll,8,Cephalopholis miniata,SERRANIDAE,carnivore,25,0,1000,0,0.241306469,0,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,5,TURF,-5.46239,123.38289,atoll,8,Acanthurus mata,ACANTHURIDAE,Herbivore,15,30,1000,300,0.076565916,22.9697748,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,5,TURF,-5.507325494,123.4442238,Atoll,8,Scarus sp,SCARIDAE,Herbivore,15,25,1000,250,0.079497569,19.87439225,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,5,TURF,-5.46239,123.38289,atoll,8,Scarus sp,SCARIDAE,Herbivore,15,25,1000,250,0.079497569,19.87439225,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,5,TURF,-5.46239,123.38289,atoll,8,Scarus sp,SCARIDAE,Herbivore,25,21,1000,210,0.364763262,76.60028502,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,5,TURF,-5.507325494,123.4442238,Atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,15,20,1000,200,0.09506831,19.013662,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,5,TURF,-5.46239,123.38289,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,15,7,1000,70,0.09506831,6.6547817,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,5,TURF,-5.507325494,123.4442238,Atoll,8,Plectorhinchus picus,HAEMULIDAE,carnivore,35,4,1000,40,0.676587593,27.0635037,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,5,TURF,-5.46239,123.38289,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,25,5,1000,50,0.432071731,21.60358655,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,5,TURF,-5.507325494,123.4442238,Atoll,8,Scarus sp,SCARIDAE,Herbivore,25,4,1000,40,0.364763262,14.59053048,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,5,TURF,-5.507325494,123.4442238,Atoll,8,Caranx melampygus,CARANGIDAE,carnivore,35,2,1000,20,0.749560014,14.99120029,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,5,TURF,-5.46239,123.38289,atoll,8,Cephalopholis miniata,SERRANIDAE,carnivore,25,2,1000,20,0.241306469,4.82612938,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,5,TURF,-5.507325494,123.4442238,Atoll,8,Plectorhinchus chaetodonoides,HAEMULIDAE,benthic invertivore,35,2,1000,20,0.855092226,17.10184451,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,5,TURF,-5.46239,123.38289,atoll,8,Pterocaesio tile,CAESIONIDAE,planktivore,15,57,1000,570,0.058514966,33.35353062,NA,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota Pintu,5,TURF,-5.507325494,123.4442238,Atoll,8,Scarus sp,SCARIDAE,Herbivore,35,1,1000,10,0.99502404,9.950240399,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,5,TURF,-5.46239,123.38289,atoll,8,Cephalopholis urodeta,SERRANIDAE,carnivore,15,1,1000,10,0.058139899,0.58139899,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,5,TURF,-5.46239,123.38289,atoll,8,Cephalopholis argus,SERRANIDAE,carnivore,25,0,1000,0,0.260213675,0,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota Pintu,5,TURF,-5.46239,123.38289,atoll,8,Siganus sp,SIGANIDAE,Herbivore,15,0,1000,0,0.071764094,0,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,1,Outside,-5.539340395,123.4974179,Atoll,8,Naso sp,ACANTHURIDAE,Herbivore,15,45,1000,450,0.094825694,42.6715623,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,1,Outside,-5.51864,123.38598,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,25,35,1000,350,0.432071731,151.2251059,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,1,Outside,-5.51864,123.38598,atoll,8,Acanthurus mata,ACANTHURIDAE,Herbivore,15,21,1000,210,0.076565916,16.07884236,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,1,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,15,17,1000,170,0.079497569,13.51458673,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,1,Outside,-5.539340395,123.4974179,Atoll,8,Lethrinus olivaceus,LETHRINIDAE,carnivore,25,15,1000,150,0.283650177,42.54752655,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,1,Outside,-5.539340395,123.4974179,Atoll,8,Naso sp,ACANTHURIDAE,Herbivore,25,13,1000,130,0.422748385,54.95729005,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,1,Outside,-5.51864,123.38598,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,15,13,1000,130,0.09506831,12.3588803,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,1,Outside,-5.51864,123.38598,atoll,8,Scarus sp,SCARIDAE,Herbivore,15,13,1000,130,0.079497569,10.33468397,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,1,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,25,10,1000,100,0.364763262,36.4763262,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,1,Outside,-5.51864,123.38598,atoll,8,Scarus sp,SCARIDAE,Herbivore,25,5,1000,50,0.364763262,18.2381631,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,1,Outside,-5.539340395,123.4974179,Atoll,8,Caranx melampygus,CARANGIDAE,carnivore,25,4,1000,40,0.280804978,11.23219912,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,1,Outside,-5.539340395,123.4974179,Atoll,8,Siganus sp,SIGANIDAE,Herbivore,15,4,1000,40,0.071764094,2.87056376,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,1,Outside,-5.539340395,123.4974179,Atoll,8,Elagatis Bipinnulata,CARANGIDAE,carnivore,35,3,1000,30,0.716908336,21.50725008,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,1,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,35,2,1000,20,0.99502404,19.9004808,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,1,Outside,-5.51864,123.38598,atoll,8,Pterocaesio tile,CAESIONIDAE,planktivore,15,23,1000,230,0.058514966,13.45844218,NA,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,1,Outside,-5.51864,123.38598,atoll,8,Cephalopholis urodeta,SERRANIDAE,carnivore,15,1,1000,10,0.058139899,0.58139899,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,1,Outside,-5.51864,123.38598,atoll,8,Lutjanus bohar,LUTJANIDAE,carnivore,25,0,1000,0,0.294729145,0,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,2,Outside,-5.539340395,123.4974179,Atoll,8,Naso sp,ACANTHURIDAE,Herbivore,15,51,1000,510,0.094825694,48.36110394,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,2,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,15,31,1000,310,0.079497569,24.64424639,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,2,Outside,-5.51864,123.38598,atoll,8,Acanthurus mata,ACANTHURIDAE,Herbivore,15,30,1000,300,0.076565916,22.9697748,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,2,Outside,-5.51864,123.38598,atoll,8,Scarus sp,SCARIDAE,Herbivore,15,28,1000,280,0.079497569,22.25931932,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,2,Outside,-5.539340395,123.4974179,Atoll,8,Lutjanus Bohar,LUTJANIDAE,carnivore,25,20,1000,200,0.294729145,58.945829,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,2,Outside,-5.51864,123.38598,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,25,20,1000,200,0.432071731,86.4143462,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,2,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,25,8,1000,80,0.364763262,29.18106096,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,2,Outside,-5.539340395,123.4974179,Atoll,8,Naso sp,ACANTHURIDAE,Herbivore,25,7,1000,70,0.422748385,29.59238695,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,2,Outside,-5.51864,123.38598,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,15,6,1000,60,0.09506831,5.7040986,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,2,Outside,-5.539340395,123.4974179,Atoll,8,Plectorhinchus lineatus,HAEMULIDAE,benthic invertivore,35,2,1000,20,0.711741064,14.23482129,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,2,Outside,-5.539340395,123.4974179,Atoll,8,Bolbometopon muricatum,SCARIDAE,Herbivore,35,4,1000,40,0.858576771,34.34307083,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,2,Outside,-5.539340395,123.4974179,Atoll,8,Lutjanus Bohar,LUTJANIDAE,carnivore,35,3,1000,30,0.824952126,24.74856378,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,2,Outside,-5.539340395,123.4974179,Atoll,8,Plectropomus areolatus,SERRANIDAE,carnivore,25,2,1000,20,0.220509165,4.4101833,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,2,Outside,-5.51864,123.38598,atoll,8,Lutjanus bohar,LUTJANIDAE,carnivore,25,2,1000,20,0.294729145,5.8945829,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,2,Outside,-5.51864,123.38598,atoll,8,Scarus sp,SCARIDAE,Herbivore,25,2,1000,20,0.364763262,7.29526524,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,2,Outside,-5.51864,123.38598,atoll,8,Pterocaesio tile,CAESIONIDAE,planktivore,15,35,1000,350,0.058514966,20.4802381,NA,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,2,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,35,1,1000,10,0.99502404,9.950240399,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,2,Outside,-5.539340395,123.4974179,Atoll,8,Plectropomus oligacanthus,SERRANIDAE,carnivore,35,1,1000,10,0.622841816,6.228418164,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,2,Outside,-5.51864,123.38598,atoll,8,Cephalopholis urodeta,SERRANIDAE,carnivore,15,0,1000,0,0.058139899,0,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,3,Outside,-5.51864,123.38598,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,25,56,1000,560,0.432071731,241.9601694,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,3,Outside,-5.539340395,123.4974179,Atoll,8,Naso sp,ACANTHURIDAE,Herbivore,15,40,1000,400,0.094825694,37.9302776,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,3,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,15,40,1000,400,0.079497569,31.7990276,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,3,Outside,-5.51864,123.38598,atoll,8,Acanthurus mata,ACANTHURIDAE,Herbivore,15,18,1000,180,0.076565916,13.78186488,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,3,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,25,15,1000,150,0.364763262,54.7144893,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,3,Outside,-5.51864,123.38598,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,15,15,1000,150,0.09506831,14.2602465,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,3,Outside,-5.51864,123.38598,atoll,8,Scarus sp,SCARIDAE,Herbivore,15,10,1000,100,0.079497569,7.9497569,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,3,Outside,-5.539340395,123.4974179,Atoll,8,Siganus sp,SIGANIDAE,Herbivore,25,6,1000,60,0.361048463,21.66290778,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,3,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,35,5,1000,50,0.99502404,49.751202,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,3,Outside,-5.539340395,123.4974179,Atoll,8,Plectorhinchus lineatus,HAEMULIDAE,benthic invertivore,25,7,1000,70,0.252611825,17.68282775,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,3,Outside,-5.51864,123.38598,atoll,8,Scarus sp,SCARIDAE,Herbivore,25,4,1000,40,0.364763262,14.59053048,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,3,Outside,-5.51864,123.38598,atoll,8,Cephalopholis urodeta,SERRANIDAE,carnivore,15,2,1000,20,0.058139899,1.16279798,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,3,Outside,-5.51864,123.38598,atoll,8,Pterocaesio tile,CAESIONIDAE,planktivore,15,17,1000,170,0.058514966,9.94754422,NA,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,3,Outside,-5.539340395,123.4974179,Atoll,8,Caranx melampygus,CARANGIDAE,carnivore,35,1,1000,10,0.749560014,7.495600143,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,3,Outside,-5.539340395,123.4974179,Atoll,8,Elagatis Bipinnulata,CARANGIDAE,carnivore,35,1,1000,10,0.716908336,7.169083358,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,3,Outside,-5.539340395,123.4974179,Atoll,8,Cephalopholis miniata,SERRANIDAE,carnivore,25,1,1000,10,0.241306469,2.41306469,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,3,Outside,-5.51864,123.38598,atoll,8,Lutjanus bohar,LUTJANIDAE,carnivore,25,0,1000,0,0.294729145,0,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,4,Outside,-5.539340395,123.4974179,Atoll,8,Naso sp,ACANTHURIDAE,Herbivore,15,37,1000,370,0.094825694,35.08550678,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,4,Outside,-5.51864,123.38598,atoll,8,Acanthurus mata,ACANTHURIDAE,Herbivore,15,27,1000,270,0.076565916,20.67279732,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,4,Outside,-5.51864,123.38598,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,15,17,1000,170,0.09506831,16.1616127,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,4,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,15,12,1000,120,0.079497569,9.53970828,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,4,Outside,-5.51864,123.38598,atoll,8,Acanthurus sp,ACANTHURIDAE,Herbivore,25,10,1000,100,0.432071731,43.2071731,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,7/16/17,2017,Kapota South 1,4,Outside,-5.51864,123.38598,atoll,8,Scarus sp,SCARIDAE,Herbivore,15,7,1000,70,0.079497569,5.56482983,TARGET,YES,2,Raymond Jakub,
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,4,Outside,-5.539340395,123.4974179,Atoll,8,Naso sp,ACANTHURIDAE,Herbivore,25,4,1000,40,0.422748385,16.9099354,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,4,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,35,4,1000,40,0.99502404,39.8009616,TARGET,YES,2,,Raymond Jakub
Indonesia,WAKA_NP,cohort,9/10/15,2015,Kapota South 1,4,Outside,-5.539340395,123.4974179,Atoll,8,Scarus sp,SCARIDAE,Herbivore,25,3,1000,30,0.364763262,10.94289786,TARGET,YES,2,,Raymond Jakub
