country,site_code,site_type,data_collection_date,Year,sampling_loc_name,transect_id,inside_or_outside_NTZ,Latitud_decimal_degree,Longitud_decimal_degree,Reef_zone,Water_depth_m,species_scientific_name,Family_name,trophic_group,length_cm,n_individuals,transect_area_sq_m,count_ha,weight_kg,biomass_kg_ha,indicator_species,repeat_sampling_loc,Year_number,notes,information_source
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Naso caeruleacauda,ACANTHURIDAE,Herbivore,20,35,1000,350,0.143802492,50.3308722,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,1,TURF,-8.34207,116.06185,fringing,10,Ctenochaetus striatus,ACANTHURIDAE,Herbivore,15,18,1000,180,0.092465454,16.64378172,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,1,TURF,-8.34207,116.06185,fringing,10,Acanthurus auranticavus,ACANTHURIDAE,Herbivore,15,10,1000,100,0.090248139,9.0248139,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,1,TURF,-8.34207,116.06185,fringing,10,Acanthurus olivaceus,ACANTHURIDAE,Herbivore,15,10,1000,100,0.090248139,9.0248139,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,15,5,1000,50,0.096118782,4.8059391,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,1,TURF,-8.34207,116.06185,fringing,10,Zebrasoma scopas,ACANTHURIDAE,Herbivore,15,4,1000,40,0.096368284,3.85473136,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,1,TURF,-8.34207,116.06185,fringing,10,Zebrasoma scopas,ACANTHURIDAE,Herbivore,15,4,1000,40,0.096368284,3.85473136,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,1,TURF,-8.34207,116.06185,fringing,10,Acanthurus tristis,ACANTHURIDAE,Herbivore,15,3,1000,30,0.090248139,2.70744417,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,5,3,1000,30,0.003452114,0.10356342,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,10,3,1000,30,0.028158138,0.84474414,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,1,TURF,-8.34207,116.06185,fringing,10,Naso lituratus,ACANTHURIDAE,Herbivore,15,2,1000,20,0.108462466,2.16924932,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,5,2,1000,20,0.003452114,0.06904228,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Zebrasoma scopas,ACANTHURIDAE,Herbivore,10,2,1000,20,0.028634723,0.57269446,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,15,2,1000,20,0.096118782,1.92237564,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Naso caeruleacauda,ACANTHURIDAE,Herbivore,15,2,1000,20,0.056456704,1.12913408,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,5,1,1000,10,0.003452114,0.03452114,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Zebrasoma scopas,ACANTHURIDAE,Herbivore,5,1,1000,10,0.00359675,0.0359675,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Zebrasoma scopas,ACANTHURIDAE,Herbivore,10,1,1000,10,0.028634723,0.28634723,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Zebrasoma scopas,ACANTHURIDAE,Herbivore,10,1,1000,10,0.028634723,0.28634723,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigricans,ACANTHURIDAE,Herbivore,15,1,1000,10,0.090248139,0.90248139,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,15,1,1000,10,0.096118782,0.96118782,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,15,1,1000,10,0.096118782,0.96118782,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,15,1,1000,10,0.096118782,0.96118782,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Ctenochaetus binotatus,ACANTHURIDAE,Herbivore,15,1,1000,10,0.094307979,0.94307979,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigricans,ACANTHURIDAE,Herbivore,20,1,1000,10,0.212877866,2.12877866,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigricans,ACANTHURIDAE,Herbivore,20,1,1000,10,0.212877866,2.12877866,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,20,1,1000,10,0.229679775,2.29679775,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,1,TURF,-8.34207,116.06185,Fringing,12,Naso caeruleacauda,ACANTHURIDAE,Herbivore,20,1,1000,10,0.143802492,1.43802492,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Siganus argenteus,SIGANIDAE,Herbivore,10,11,1000,110,0.015539123,1.70930353,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Siganus vulpinus,SIGANIDAE,Herbivore,20,2,1000,20,0.167179741,3.34359482,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Siganus argenteus,SIGANIDAE,Herbivore,15,1,1000,10,0.055823663,0.55823663,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Pseudanthias huchtii,SERRANIDAE,planktivore,5,5,1000,50,0.002176592,0.1088296,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Diploprion bifasciatum,SERRANIDAE,carnivore,15,4,1000,40,0.049185536,1.96742144,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Diploprion bifasciatum,SERRANIDAE,carnivore,10,2,1000,20,0.014391458,0.28782916,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Scarus schlegeli,SCARIDAE,Herbivore,10,1,1000,10,0.021508592,0.21508592,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Chlorurus sordidus,SCARIDAE,Herbivore,15,1,1000,10,0.07540866,0.7540866,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Scarus russellii,SCARIDAE,Herbivore,15,1,1000,10,0.07010381,0.7010381,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Scarus russellii,SCARIDAE,Herbivore,15,1,1000,10,0.07010381,0.7010381,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Scarus schlegeli,SCARIDAE,Herbivore,15,1,1000,10,0.071684775,0.71684775,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Chlorurus sordidus,SCARIDAE,Herbivore,20,1,1000,10,0.177159453,1.77159453,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Chlorurus sordidus,SCARIDAE,Herbivore,20,1,1000,10,0.177159453,1.77159453,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Ptereleotris heteroptera,PTERELEOTRIDAE,planktivore,10,6,1000,60,0.007385736,0.44314416,NA,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Pomacentrus moluccensis,POMACENTRIDAE,Herbivore,5,19,1000,190,0.003886847,0.73850093,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chromis xanthura,POMACENTRIDAE,Herbivore,5,17,1000,170,0.00379372,0.6449324,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chromis weberi,POMACENTRIDAE,Herbivore,5,16,1000,160,0.00379372,0.6069952,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chromis margaritifer,POMACENTRIDAE,Herbivore,5,16,1000,160,0.00379372,0.6069952,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Pomacentrus moluccensis,POMACENTRIDAE,Herbivore,5,16,1000,160,0.003886847,0.62189552,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chromis viridis,POMACENTRIDAE,Herbivore,5,15,1000,150,0.003735254,0.5602881,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chrysiptera hemicyanea,POMACENTRIDAE,Herbivore,5,15,1000,150,0.002753652,0.4130478,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Dascyllus melanurus,POMACENTRIDAE,Herbivore,5,14,1000,140,0.005004304,0.70060256,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Dascyllus reticulatus,POMACENTRIDAE,Herbivore,5,14,1000,140,0.004815412,0.67415768,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chrysiptera talboti,POMACENTRIDAE,Herbivore,5,11,1000,110,0.002885091,0.31736001,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Amphiprion clarkii,POMACENTRIDAE,Herbivore,5,10,1000,100,0.00320757,0.320757,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chromis viridis,POMACENTRIDAE,Herbivore,5,10,1000,100,0.003735254,0.3735254,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chrysiptera rex,POMACENTRIDAE,Herbivore,5,10,1000,100,0.002885091,0.2885091,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Pomacentrus coelestis,POMACENTRIDAE,Herbivore,5,10,1000,100,0.003637838,0.3637838,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chromis xanthura,POMACENTRIDAE,Herbivore,5,10,1000,100,0.00379372,0.379372,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chrysiptera oxycephala,POMACENTRIDAE,Herbivore,5,10,1000,100,0.00499001,0.499001,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chrysiptera talboti,POMACENTRIDAE,Herbivore,5,10,1000,100,0.002885091,0.2885091,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Centropyge vrolikii,POMACANTHIDAE,Herbivore,10,15,1000,150,0.028129128,4.2193692,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Centropyge vrolikii,POMACANTHIDAE,Herbivore,10,8,1000,80,0.028129128,2.25033024,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Centropyge tibicen,POMACANTHIDAE,Herbivore,10,7,1000,70,0.030687754,2.14814278,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Centropyge bicolor,POMACANTHIDAE,Herbivore,10,5,1000,50,0.028129128,1.4064564,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Scolopsis bilineata,NEMIPTERIDAE,carnivore,10,5,1000,50,0.020600563,1.03002815,NA,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Scolopsis bilineata,NEMIPTERIDAE,carnivore,10,6,1000,60,0.020600563,1.23603378,NA,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Parupeneus multifasciatus,MULLIDAE,detritivore,20,10,1000,100,0.171597979,17.1597979,NA,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Parupeneus multifasciatus,MULLIDAE,detritivore,15,10,1000,100,0.068129293,6.8129293,NA,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Parupeneus bifasciatus,MULLIDAE,detritivore,15,10,1000,100,0.069587886,6.9587886,NA,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Lethrinus olivaceus,LETHRINIDAE,Carnivore,55,1,1000,10,2.692287025,26.92287025,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Halichoeres leucurus,LABRIDAE,Benthic Invertivore,10,60,1000,600,0.015528159,9.3168954,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Thalassoma lunare,LABRIDAE,benthic invertivore,10,18,1000,180,0.014331197,2.57961546,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Thalassoma lunare,LABRIDAE,benthic invertivore,10,15,1000,150,0.014331197,2.14967955,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Thalassoma jansenii,LABRIDAE,benthic invertivore,10,14,1000,140,0.015378186,2.15294604,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Halichoeres hortulanus,LABRIDAE,benthic invertivore,10,11,1000,110,0.015528159,1.70809749,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Cirrhilabrus cyanopleura,LABRIDAE,planktivore,10,10,1000,100,0.016120696,1.6120696,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Labroides dimidiatus,LABRIDAE,carnivore,10,10,1000,100,0.010042735,1.0042735,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Labroides dimidiatus,LABRIDAE,carnivore,10,8,1000,80,0.010042735,0.8034188,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Halichoeres hortulanus,LABRIDAE,benthic invertivore,10,8,1000,80,0.015528159,1.24225272,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Diproctacanthus xanthurus,LABRIDAE,coralivore,10,7,1000,70,0.016120696,1.12844872,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Halichoeres biocellatus,LABRIDAE,benthic invertivore,10,7,1000,70,0.01475734,1.0330138,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Thalassoma amblycephalum,LABRIDAE,planktivore,10,7,1000,70,0.015378186,1.07647302,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Labroides dimidiatus,LABRIDAE,carnivore,10,6,1000,60,0.010042735,0.6025641,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Hemigymnus melapterus,LABRIDAE,benthic invertivore,10,6,1000,60,0.020268209,1.21609254,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Halichoeres hortulanus,LABRIDAE,benthic invertivore,10,6,1000,60,0.015528159,0.93168954,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Halichoeres melanurus,LABRIDAE,benthic invertivore,10,6,1000,60,0.017001332,1.02007992,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Halichoeres biocellatus,LABRIDAE,benthic invertivore,10,5,1000,50,0.01475734,0.737867,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Stethojulis bandanensis,LABRIDAE,planktivore,10,3,1000,30,0.011584401,0.34753203,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Bodianus mesothorax,LABRIDAE,benthic invertivore,10,2,1000,20,0.0160851,0.321702,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chaetodon trifasciatus,CHAETODONTIDAE,coralivore,15,12,1000,120,0.098357612,11.80291344,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chaetodon triangulum,CHAETODONTIDAE,coralivore,15,11,1000,110,0.091776886,10.09545746,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Chaetodon unimaculatus,CHAETODONTIDAE,coralivore,15,6,1000,60,0.114444189,6.86665134,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Melichthys vidua,BALISTIDAE,omnivore,10,6,1000,60,0.014088828,0.84532968,NA,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Sucohortlamen chrysopterus,BALISTIDAE,omnivore,15,9,1000,90,0.090222801,8.12005209,NA,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Sucohortlamen chrysopterus,BALISTIDAE,omnivore,15,9,1000,90,0.090222801,8.12005209,NA,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Sucohortlamen bursa,BALISTIDAE,Omnivore,5,1,1000,10,0.003612669,0.03612669,NA,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Melichthys indicus,BALISTIDAE,Omnivore,10,1,1000,10,0.014088828,0.14088828,NA,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Melichthys indicus,BALISTIDAE,Omnivore,20,1,1000,10,0.148002698,1.48002698,NA,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Naso caeruleacauda,ACANTHURIDAE,Herbivore,15,26,1000,260,0.056456704,14.67874304,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Ctenochaetus cyanocheilus,ACANTHURIDAE,Herbivore,15,4,1000,40,0.093085757,3.72343028,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Acanthurus olivaceus,ACANTHURIDAE,Herbivore,15,4,1000,40,0.090248139,3.60992556,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Naso lituratus,ACANTHURIDAE,Herbivore,15,4,1000,40,0.108462466,4.33849864,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Zebrasoma scopas,ACANTHURIDAE,Herbivore,15,4,1000,40,0.096368284,3.85473136,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/15/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Zebrasoma scopas,ACANTHURIDAE,Herbivore,15,3,1000,30,0.096368284,2.89104852,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Acanthurus tristis,ACANTHURIDAE,Herbivore,15,3,1000,30,0.090248139,2.70744417,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Acanthurus dussumieri,ACANTHURIDAE,Herbivore,15,3,1000,30,0.100563257,3.01689771,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Zebrasoma scopas,ACANTHURIDAE,Herbivore,15,2,1000,20,0.096368284,1.92736568,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Ctenochaetus striatus,ACANTHURIDAE,Herbivore,15,2,1000,20,0.092465454,1.84930908,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,2,TURF,-8.34207,116.06185,fringing,10,Zebrasoma scopas,ACANTHURIDAE,Herbivore,15,2,1000,20,0.096368284,1.92736568,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,5,1,1000,10,0.003452114,0.03452114,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,5,1,1000,10,0.003452114,0.03452114,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,5,1,1000,10,0.003452114,0.03452114,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Zebrasoma scopas,ACANTHURIDAE,Herbivore,5,1,1000,10,0.00359675,0.0359675,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Zebrasoma scopas,ACANTHURIDAE,Herbivore,5,1,1000,10,0.00359675,0.0359675,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigricans,ACANTHURIDAE,Herbivore,10,1,1000,10,0.026925144,0.26925144,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigrofuscus,ACANTHURIDAE,Herbivore,10,1,1000,10,0.028158138,0.28158138,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,2,TURF,-8.34207,116.06185,Fringing,12,Acanthurus nigricans,ACANTHURIDAE,Herbivore,20,1,1000,10,0.212877866,2.12877866,TARGET,YES,2,,
Indonesia,GILIMAT,cohort,9/16/15,2015,North Meno,3,TURF,-8.34207,116.06185,fringing,10,Zanclus cornutus,ZANCLIDAE,benthic invertivore,7,7,1000,70,0.01035852,0.7250964,NA,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,3,TURF,-8.34207,116.06185,fringing,10,Zanclus cornutus,ZANCLIDAE,benthic invertivore,7,7,1000,70,0.01035852,0.7250964,NA,YES,2,,
Indonesia,GILIMAT,cohort,9/17/15,2015,North Meno,3,TURF,-8.34207,116.06185,fringing,10,Zanclus cornutus,ZANCLIDAE,benthic invertivore,7,9,1000,90,0.01035852,0.9322668,NA,YES,2,,
Indonesia,GILIMAT,cohort,7/8/17,2017,North Meno,3,TURF,-8.34207,116.06185,Fringing,12,Siganus argenteus,SIGANIDAE,Herbivore,10,1,1000,10,0.015539123,0.15539123,TARGET,YES,2,,
