country,site_number,site_code,site_type,data_collection_date,Day,Month,Year,pre_post_campaign,sampling_loc,sampling_loc_name,transect_id,inside_or_outside_NTZ,Latitud_decimal_degree,Longitud_decimal_degree,Reef_zone,Water_depth_m,percent_live_coral_cover,percent_soft_coral_cover,percent_algae_cover,percent_other_biota_cover,percent_available_substrate_cover,percent_mobile_substrate_cover,percent_BLK,information_source
Philippines,Phi_38,SAGNAY_,Alumni,1/1/15,1,1,2015,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG3R0415,inside,13.59243,123.56726,,,27,5,62,5,0,1,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/12,1,1,2012,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG3R0812,inside,13.59243,123.56726,,,26,4,63,5,0,2,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/16,1,1,2016,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG4A0216,outside,13.59758,123.56739,,,62,0,31,3,0,4,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/14,1,1,2014,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG4R0414,outside,13.59758,123.56739,,,63,0,29,1,0,6,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/15,1,1,2015,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG4R0415,outside,13.59758,123.56739,,,59,1,33,5,0,3,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/12,1,1,2012,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG4R0812,outside,13.59758,123.56739,,,65,0,25,5,0,5,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/16,1,1,2016,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG5A0316,outside,13.59416,123.55975,,,26,2,61,3,0,7,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/16,1,1,2016,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG5B0316,outside,13.59416,123.55975,,,25,2,67,2,0,4,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/14,1,1,2014,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG5F0414,outside,13.59416,123.55975,,,20,1,65,4,0,11,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/15,1,1,2015,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG5F0415,outside,13.59416,123.55975,,,28,3,56,5,0,8,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/12,1,1,2012,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG5F0812,outside,13.59416,123.55975,,,19,0,60,5,0,17,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/14,1,1,2014,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG5R0414,outside,13.59416,123.55975,,,17,1,74,3,0,5,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/15,1,1,2015,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG5R0415,outside,13.59416,123.55975,,,12,1,73,2,0,12,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/12,1,1,2012,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG5R0812,outside,13.59416,123.55975,,,32,2,43,11,0,12,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/16,1,1,2016,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG6A0216,inside,13.57969,123.56332,,,56,0,40,2,0,2,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/16,1,1,2016,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG6B0316,inside,13.57969,123.56332,,,36,1,48,12,0,3,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/14,1,1,2014,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG6F0414,inside,13.57969,123.56332,,,35,0,55,3,0,7,1,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/15,1,1,2015,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG6F0415,inside,13.57969,123.56332,,,38,1,52,1,0,9,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/12,1,1,2012,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG6F0812,inside,13.57969,123.56332,,,36,1,58,2,0,2,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/14,1,1,2014,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG6R0414,inside,13.57969,123.56332,,,64,0,28,4,0,4,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/15,1,1,2015,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG6R0415,inside,13.57969,123.56332,,,66,0,28,3,0,3,0,
Philippines,Phi_38,SAGNAY_,Alumni,1/1/12,1,1,2012,pre,,Atulayan Bay Fish Sanctuary and Marine Reserve,CSAG6R0812,inside,13.57969,123.56332,,,21,1,73,5,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG1A0615,inside,13.96814,123.42492,,,46,3,46,5,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/13,1,1,2013,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG1A0713,inside,13.96814,123.42492,,,39,4,55,2,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG1A0716,inside,13.96814,123.42492,,,44,3,48,2,0,0,4,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG1B0615,inside,13.96814,123.42492,,,44,5,38,11,0,0,2,
Philippines,Phi_25,TINAMBA,Prototype,1/1/13,1,1,2013,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG1B0713,inside,13.96814,123.42492,,,47,1,46,5,0,1,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG1B0716,inside,13.96814,123.42492,,,43,3,48,5,0,0,2,
Philippines,Phi_25,TINAMBA,Prototype,1/1/11,1,1,2011,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG1F0511,inside,13.96814,123.42492,,,17,2,79,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG1F0512,inside,13.96814,123.42492,,,34,7,58,1,1,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG1R0512,inside,13.96814,123.42492,,,35,4,60,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG2A0615,inside,13.96616,123.42628,,,54,2,35,9,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG2A0716,inside,13.96616,123.42628,,,36,1,55,3,1,1,4,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG3A0615,TURF,13.95981,123.42056,,,52,2,41,2,0,3,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG3A0716,TURF,13.95981,123.42056,,,48,1,48,0,0,0,3,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG3B0615,TURF,13.95981,123.42056,,,60,4,32,3,0,0,1,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTAG3B0716,TURF,13.95981,123.42056,,,35,2,56,2,0,3,2,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL1A0615,inside,13.98633,123.42191,,,30,1,65,1,0,2,1,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL1A0716,inside,13.98633,123.42191,,,32,3,60,1,0,2,3,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL1B0615,inside,13.98633,123.42191,,,52,7,26,10,0,4,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL1B0716,inside,13.98633,123.42191,,,33,3,57,2,0,2,4,
Philippines,Phi_25,TINAMBA,Prototype,1/1/11,1,1,2011,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL1F0511,inside,13.98633,123.42191,,,32,1,67,0,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL1F0512,inside,13.98633,123.42191,,,34,1,64,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/13,1,1,2013,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL1F0713,inside,13.98633,123.42191,,,30,3,62,2,0,3,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/11,1,1,2011,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL1R0511,inside,13.98633,123.42191,,,34,1,64,0,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL1R0512,inside,13.98633,123.42191,,,30,1,67,2,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/13,1,1,2013,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL1R0713,inside,13.98633,123.42191,,,40,3,55,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL2A0615,inside,13.9847,123.41943,,,42,3,51,1,0,2,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL2A0716,inside,13.9847,123.41943,,,38,2,59,0,0,0,1,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL2B0615,inside,13.9847,123.41943,,,49,3,43,5,0,0,1,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL2B0716,inside,13.9847,123.41943,,,41,2,54,1,0,0,2,
Philippines,Phi_25,TINAMBA,Prototype,1/1/11,1,1,2011,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL2F0511,inside,13.9847,123.41943,,,18,1,80,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL2F0512,inside,13.9847,123.41943,,,21,2,71,2,0,0,4,
Philippines,Phi_25,TINAMBA,Prototype,1/1/13,1,1,2013,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL2F0713,inside,13.9847,123.41943,,,45,2,52,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/11,1,1,2011,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL2R0511,inside,13.9847,123.41943,,,29,1,69,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL2R0512,inside,13.9847,123.41943,,,35,2,59,3,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/13,1,1,2013,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL2R0713,inside,13.9847,123.41943,,,35,2,61,3,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL3A0615,inside,13.98769,123.42309,,,63,3,34,0,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL3A0716,inside,13.98769,123.42309,,,65,2,32,0,1,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/11,1,1,2011,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL3R0511,inside,13.98769,123.42309,,,33,4,62,0,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL3R0512,inside,13.98769,123.42309,,,57,0,37,5,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/13,1,1,2013,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL3R0713,inside,13.98769,123.42309,,,58,2,39,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/11,1,1,2011,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL4R0511,outside,13.9847,123.41943,,,33,1,65,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL4R0512,outside,13.9847,123.41943,,,29,1,70,0,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/13,1,1,2013,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL4R0713,outside,13.9847,123.41943,,,47,3,48,3,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL5A0615,TURF,13.99116,123.4145,,,53,5,36,5,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL5A0716,TURF,13.99116,123.4145,,,46,2,50,1,0,1,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/11,1,1,2011,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL5F0511,outside,13.99116,123.4145,,,36,3,61,0,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL5F0512,outside,13.99116,123.4145,,,43,1,52,2,0,0,2,
Philippines,Phi_25,TINAMBA,Prototype,1/1/11,1,1,2011,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL5R0511,outside,13.98961,123.41524,,,31,1,66,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL5R0512,outside,13.98961,123.41524,,,41,4,53,3,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/13,1,1,2013,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL5R0713,outside,13.98961,123.41524,,,54,4,41,2,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL6A0615,TURF,13.99115,123.41275,,,52,1,43,2,0,0,3,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL6A0716,TURF,13.99115,123.41275,,,57,3,37,2,1,0,1,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL6B0615,TURF,13.99115,123.41275,,,60,1,36,2,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL6B0716,TURF,13.99115,123.41275,,,45,2,46,2,0,2,3,
Philippines,Phi_25,TINAMBA,Prototype,1/1/11,1,1,2011,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL6F0511,outside,13.99115,123.41275,,,23,1,76,0,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL6F0512,outside,13.99115,123.41275,,,31,1,62,3,0,0,2,
Philippines,Phi_25,TINAMBA,Prototype,1/1/13,1,1,2013,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL6F0713,outside,13.99115,123.41275,,,45,2,53,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/11,1,1,2011,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL6R0511,outside,13.99115,123.41275,,,27,1,71,2,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/12,1,1,2012,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL6R0512,outside,13.99115,123.41275,,,24,1,75,0,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/13,1,1,2013,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTCL6R0713,outside,13.99115,123.41275,,,42,1,55,2,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTSN1A0615,outside,14.03876,123.39632,,,45,5,48,2,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTSN1A0716,outside,14.03876,123.39632,,,49,4,44,2,1,0,1,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTSN1B0615,outside,14.03876,123.39632,,,50,11,32,2,0,6,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTSN1B0716,outside,14.03876,123.39632,,,43,4,49,1,0,3,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTSN2A0615,outside,14.04039,123.39462,,,41,4,53,1,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTSN2A0716,outside,14.04039,123.39462,,,47,5,44,1,1,0,3,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTSN3A0615,outside,14.0334,123.39205,,,44,1,52,3,0,0,0,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTSN3A0716,outside,14.0334,123.39205,,,44,3,50,2,0,0,2,
Philippines,Phi_25,TINAMBA,Prototype,1/1/15,1,1,2015,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTSN3B0615,outside,14.0334,123.39205,,,61,3,32,2,0,0,2,
Philippines,Phi_25,TINAMBA,Prototype,1/1/16,1,1,2016,pre,,AGCA Integrated Marine and Coastal Wetland Sanctuary,CTSN3B0716,outside,14.0334,123.39205,,,50,3,42,3,0,0,2,
Philippines,Phi_32,LUBANG_,cohort,1/1/16,1,1,2016,pre,,Bahurang Vigo Fishery Reserve,MLBV1A0516,inside,13.86138,120.19408,,,37,7,26,5,0,21,5,
Philippines,Phi_32,LUBANG_,cohort,1/1/15,1,1,2015,pre,,Bahurang Vigo Fishery Reserve,MLBV1A0715,inside,13.86138,120.19408,,,43,8,19,5,0,25,0,
Philippines,Phi_32,LUBANG_,cohort,1/1/16,1,1,2016,pre,,Bahurang Vigo Fishery Reserve,MLBV1B0516,inside,13.86138,120.19408,,,36,3,27,6,0,27,0,
Philippines,Phi_32,LUBANG_,cohort,1/1/15,1,1,2015,pre,,Bahurang Vigo Fishery Reserve,MLBV1B0715,inside,13.86138,120.19408,,,43,13,33,4,0,7,0,
Philippines,Phi_32,LUBANG_,cohort,1/1/16,1,1,2016,pre,,Bahurang Vigo Fishery Reserve,MLBV2A0516,inside,13.85975,120.19821,,,27,5,19,6,0,41,2,
Philippines,Phi_32,LUBANG_,cohort,1/1/15,1,1,2015,pre,,Bahurang Vigo Fishery Reserve,MLBV2A0715,inside,13.85975,120.19821,,,33,3,30,13,0,22,0,
Philippines,Phi_32,LUBANG_,cohort,1/1/16,1,1,2016,pre,,Bahurang Vigo Fishery Reserve,MLBV3A0516,inside,13.85807,120.18719,,,15,4,27,5,0,44,4,
Philippines,Phi_32,LUBANG_,cohort,1/1/15,1,1,2015,pre,,Bahurang Vigo Fishery Reserve,MLBV3A0715,inside,13.85807,120.18719,,,20,8,14,16,0,43,0,
Philippines,Phi_32,LUBANG_,cohort,1/1/16,1,1,2016,pre,,Bahurang Vigo Fishery Reserve,MLBV3B0516,inside,13.85807,120.18719,,,13,2,34,6,0,41,5,
Philippines,Phi_32,LUBANG_,cohort,1/1/15,1,1,2015,pre,,Bahurang Vigo Fishery Reserve,MLBV3B0715,inside,13.85807,120.18719,,,43,3,8,24,0,20,1,
Philippines,Phi_32,LUBANG_,cohort,1/1/16,1,1,2016,pre,,Bahurang Vigo Fishery Reserve,MLBV4A0516,outside,13.83091,120.17832,,,26,1,55,13,0,4,2,
Philippines,Phi_32,LUBANG_,cohort,1/1/15,1,1,2015,pre,,Bahurang Vigo Fishery Reserve,MLBV4A0715,outside,13.83091,120.17832,,,30,1,43,16,0,10,0,
Philippines,Phi_32,LUBANG_,cohort,1/1/16,1,1,2016,pre,,Bahurang Vigo Fishery Reserve,MLBV4B0516,outside,13.83091,120.17832,,,25,0,47,21,0,6,1,
Philippines,Phi_32,LUBANG_,cohort,1/1/15,1,1,2015,pre,,Bahurang Vigo Fishery Reserve,MLBV4B0715,outside,13.83091,120.17832,,,35,4,31,24,0,5,0,
Philippines,Phi_32,LUBANG_,cohort,1/1/16,1,1,2016,pre,,Bahurang Vigo Fishery Reserve,MLBV5A0516,outside,13.82967,120.18575,,,43,3,28,11,0,12,3,
Philippines,Phi_32,LUBANG_,cohort,1/1/15,1,1,2015,pre,,Bahurang Vigo Fishery Reserve,MLBV5A0715,outside,13.82967,120.18575,,,47,4,27,14,0,9,0,
Philippines,Phi_32,LUBANG_,cohort,1/1/16,1,1,2016,pre,,Bahurang Vigo Fishery Reserve,MLBV5B0516,outside,13.82967,120.18575,,,32,5,48,10,0,4,1,
Philippines,Phi_32,LUBANG_,cohort,1/1/15,1,1,2015,pre,,Bahurang Vigo Fishery Reserve,MLBV5B0715,outside,13.82967,120.18575,,,40,7,29,13,0,10,0,
Philippines,Phi_32,LUBANG_,cohort,1/1/16,1,1,2016,pre,,Bahurang Vigo Fishery Reserve,MLBV6A0516,outside,13.8286,120.21249,,,29,1,51,5,0,12,1,
Philippines,Phi_32,LUBANG_,cohort,1/1/15,1,1,2015,pre,,Bahurang Vigo Fishery Reserve,MLBV6A0715,outside,13.8286,120.21249,,,51,5,31,5,0,9,0,
Philippines,Phi_31,LOOCBAH,cohort,1/1/15,1,1,2015,pre,,Bahurang Aurora Fishery Reserve,MLCB1A0315,outside,13.73343,120.28098,,,32,4,47,3,0,14,0,
Philippines,Phi_31,LOOCBAH,cohort,1/1/16,1,1,2016,pre,,Bahurang Aurora Fishery Reserve,MLCB1A0416,outside,13.73343,120.28098,,,31,5,38,1,0,24,1,
Philippines,Phi_31,LOOCBAH,cohort,1/1/15,1,1,2015,pre,,Bahurang Aurora Fishery Reserve,MLCB1B0315,outside,13.73343,120.28098,,,31,7,35,1,0,26,0,
Philippines,Phi_31,LOOCBAH,cohort,1/1/16,1,1,2016,pre,,Bahurang Aurora Fishery Reserve,MLCB1B0416,outside,13.73343,120.28098,,,37,0,37,4,0,18,3,
Philippines,Phi_31,LOOCBAH,cohort,1/1/15,1,1,2015,pre,,Bahurang Aurora Fishery Reserve,MLCB2A0315,inside,13.72539,120.27499,,,45,4,22,2,0,28,0,
Philippines,Phi_31,LOOCBAH,cohort,1/1/16,1,1,2016,pre,,Bahurang Aurora Fishery Reserve,MLCB2A0416,inside,13.72539,120.27499,,,50,5,24,2,0,17,2,
Philippines,Phi_31,LOOCBAH,cohort,1/1/15,1,1,2015,pre,,Bahurang Aurora Fishery Reserve,MLCB3A0315,inside,13.72225,120.27599,,,41,5,25,2,0,27,0,
Philippines,Phi_31,LOOCBAH,cohort,1/1/16,1,1,2016,pre,,Bahurang Aurora Fishery Reserve,MLCB3A0416,inside,13.72225,120.27599,,,50,1,25,3,0,18,3,
Philippines,Phi_31,LOOCBAH,cohort,1/1/15,1,1,2015,pre,,Bahurang Aurora Fishery Reserve,MLCB3B0315,inside,13.72225,120.27599,,,47,3,33,1,0,17,0,
Philippines,Phi_31,LOOCBAH,cohort,1/1/16,1,1,2016,pre,,Bahurang Aurora Fishery Reserve,MLCB3B0416,inside,13.72225,120.27599,,,49,2,27,3,0,17,1,
Philippines,Phi_31,LOOCBAH,cohort,1/1/15,1,1,2015,pre,,Bahurang Aurora Fishery Reserve,MLCB4A0315,inside,13.71661,120.27356,,,40,1,39,1,0,20,0,
Philippines,Phi_31,LOOCBAH,cohort,1/1/16,1,1,2016,pre,,Bahurang Aurora Fishery Reserve,MLCB4A0416,inside,13.71661,120.27356,,,40,1,29,1,0,29,1,
Philippines,Phi_31,LOOCBAH,cohort,1/1/15,1,1,2015,pre,,Bahurang Aurora Fishery Reserve,MLCB4B0315,inside,13.71661,120.27356,,,34,0,33,1,0,31,0,
Philippines,Phi_31,LOOCBAH,cohort,1/1/16,1,1,2016,pre,,Bahurang Aurora Fishery Reserve,MLCB4B0416,inside,13.71661,120.27356,,,38,0,40,2,0,18,2,
Philippines,Phi_31,LOOCBAH,cohort,1/1/15,1,1,2015,pre,,Bahurang Aurora Fishery Reserve,MLCB5A0315,outside,13.70766,120.27556,,,43,3,45,1,0,8,0,
Philippines,Phi_31,LOOCBAH,cohort,1/1/16,1,1,2016,pre,,Bahurang Aurora Fishery Reserve,MLCB5A0416,outside,13.70766,120.27556,,,45,1,40,0,0,9,4,
Philippines,Phi_31,LOOCBAH,cohort,1/1/15,1,1,2015,pre,,Bahurang Aurora Fishery Reserve,MLCB5B0315,outside,13.70766,120.27556,,,45,7,24,0,0,23,0,
Philippines,Phi_31,LOOCBAH,cohort,1/1/16,1,1,2016,pre,,Bahurang Aurora Fishery Reserve,MLCB5B0416,outside,13.70766,120.27556,,,45,0,27,8,0,18,2,
Philippines,Phi_31,LOOCBAH,cohort,1/1/15,1,1,2015,pre,,Bahurang Aurora Fishery Reserve,MLCB6A0315,outside,13.70737,120.2725,,,49,3,39,0,0,8,0,
Philippines,Phi_31,LOOCBAH,cohort,1/1/16,1,1,2016,pre,,Bahurang Aurora Fishery Reserve,MLCB6A0416,outside,13.70737,120.2725,,,49,1,34,3,0,10,3,
Philippines,Phi_40,AYUNGON,Alumni,1/1/16,1,1,2016,pre,,Iniban Marine Sanctuary,NAYU1A0916,outside,9.88515,123.1502,,,39,0,37,1,0,21,1,
Philippines,Phi_40,AYUNGON,Alumni,1/1/16,1,1,2016,pre,,Iniban Marine Sanctuary,NAYU1B0916,outside,9.88515,123.1502,,,33,0,51,1,0,15,0,
