country,site_number,site_code,site_type,data_collection_date,Day,Month,Year,pre_post_campaign,sampling_loc,sampling_loc_name,transect_id,inside_or_outside_NTZ,Latitud_decimal_degree,Longitud_decimal_degree,Reef_zone,Water_depth_m,percent_live_coral_cover,percent_soft_coral_cover,percent_algae_cover,percent_other_biota_cover,percent_available_substrate_cover,percent_mobile_substrate_cover,percent_BLK,information_source
Philippines,Phi_40,AYUNGON,Alumni,1/1/14,1,1,2014,pre,,Iniban Marine Sanctuary,NAYU1F0514,outside,9.88515,123.1502,,,21,0,57,1,2,17,1,
Philippines,Phi_40,AYUNGON,Alumni,1/1/15,1,1,2015,pre,,Iniban Marine Sanctuary,NAYU1F0515,outside,9.88515,123.1502,,,28,0,56,1,0,16,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/12,1,1,2012,pre,,Iniban Marine Sanctuary,NAYU1F0712,outside,9.88515,123.1502,,,25,0,50,1,0,23,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/14,1,1,2014,pre,,Iniban Marine Sanctuary,NAYU1R0514,outside,9.88515,123.1502,,,25,0,43,1,0,31,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/15,1,1,2015,pre,,Iniban Marine Sanctuary,NAYU1R0515,outside,9.88515,123.1502,,,22,0,65,0,0,13,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/12,1,1,2012,pre,,Iniban Marine Sanctuary,NAYU1R0712,outside,9.88515,123.1502,,,15,0,51,1,0,33,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/16,1,1,2016,pre,,Iniban Marine Sanctuary,NAYU2A0916,inside,9.88838,123.14853,,,34,0,29,0,0,35,1,
Philippines,Phi_40,AYUNGON,Alumni,1/1/16,1,1,2016,pre,,Iniban Marine Sanctuary,NAYU2B0916,inside,9.88838,123.14853,,,31,0,42,1,0,25,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/14,1,1,2014,pre,,Iniban Marine Sanctuary,NAYU2F0514,inside,9.88838,123.14853,,,25,0,37,0,6,30,1,
Philippines,Phi_40,AYUNGON,Alumni,1/1/15,1,1,2015,pre,,Iniban Marine Sanctuary,NAYU2F0515,inside,9.88838,123.14853,,,29,0,34,0,0,35,1,
Philippines,Phi_40,AYUNGON,Alumni,1/1/12,1,1,2012,pre,,Iniban Marine Sanctuary,NAYU2F0712,inside,9.88838,123.14853,,,14,0,49,1,1,35,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/14,1,1,2014,pre,,Iniban Marine Sanctuary,NAYU2R0514,inside,9.88838,123.14853,,,21,0,52,1,0,27,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/15,1,1,2015,pre,,Iniban Marine Sanctuary,NAYU2R0515,inside,9.88838,123.14853,,,33,0,41,0,0,26,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/12,1,1,2012,pre,,Iniban Marine Sanctuary,NAYU2R0712,inside,9.88838,123.14853,,,17,0,52,1,0,31,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/16,1,1,2016,pre,,Iniban Marine Sanctuary,NAYU3A0916,inside,9.88926,123.14869,,,20,0,36,1,0,41,2,
Philippines,Phi_40,AYUNGON,Alumni,1/1/16,1,1,2016,pre,,Iniban Marine Sanctuary,NAYU3B0916,inside,9.88926,123.14869,,,37,0,38,3,0,22,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/14,1,1,2014,pre,,Iniban Marine Sanctuary,NAYU3F0514,inside,9.88926,123.14869,,,13,0,37,0,4,43,3,
Philippines,Phi_40,AYUNGON,Alumni,1/1/15,1,1,2015,pre,,Iniban Marine Sanctuary,NAYU3F0515,inside,9.88926,123.14869,,,16,0,43,0,0,40,1,
Philippines,Phi_40,AYUNGON,Alumni,1/1/12,1,1,2012,pre,,Iniban Marine Sanctuary,NAYU3F0712,inside,9.88926,123.14869,,,17,0,52,0,1,30,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/14,1,1,2014,pre,,Iniban Marine Sanctuary,NAYU3R0514,inside,9.88926,123.14869,,,27,0,41,0,0,32,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/15,1,1,2015,pre,,Iniban Marine Sanctuary,NAYU3R0515,inside,9.88926,123.14869,,,25,0,52,0,0,23,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/12,1,1,2012,pre,,Iniban Marine Sanctuary,NAYU3R0712,inside,9.88926,123.14869,,,12,0,43,2,0,42,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/16,1,1,2016,pre,,Iniban Marine Sanctuary,NAYU4A0916,inside,9.89044,123.14849,,,32,0,43,0,0,25,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/14,1,1,2014,pre,,Iniban Marine Sanctuary,NAYU4R0514,inside,9.89044,123.14849,,,14,0,44,0,0,42,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/15,1,1,2015,pre,,Iniban Marine Sanctuary,NAYU4R0515,inside,9.89044,123.14849,,,29,0,53,1,0,17,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/12,1,1,2012,pre,,Iniban Marine Sanctuary,NAYU4R0712,inside,9.89044,123.14849,,,19,0,58,2,0,21,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/16,1,1,2016,pre,,Iniban Marine Sanctuary,NAYU5A0916,outside,9.89216,123.14817,,,15,0,63,1,0,18,3,
Philippines,Phi_40,AYUNGON,Alumni,1/1/16,1,1,2016,pre,,Iniban Marine Sanctuary,NAYU5B0916,outside,9.89216,123.14817,,,17,0,76,0,0,7,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/14,1,1,2014,pre,,Iniban Marine Sanctuary,NAYU5F0514,outside,9.89216,123.14817,,,21,0,59,0,0,19,2,
Philippines,Phi_40,AYUNGON,Alumni,1/1/15,1,1,2015,pre,,Iniban Marine Sanctuary,NAYU5F0515,outside,9.89216,123.14817,,,12,0,71,0,0,14,3,
Philippines,Phi_40,AYUNGON,Alumni,1/1/12,1,1,2012,pre,,Iniban Marine Sanctuary,NAYU5F0712,outside,9.89216,123.14817,,,28,0,61,1,0,10,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/14,1,1,2014,pre,,Iniban Marine Sanctuary,NAYU5R0514,outside,9.89216,123.14817,,,19,0,69,1,0,12,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/15,1,1,2015,pre,,Iniban Marine Sanctuary,NAYU5R0515,outside,9.89216,123.14817,,,15,0,70,0,0,15,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/12,1,1,2012,pre,,Iniban Marine Sanctuary,NAYU5R0712,outside,9.89216,123.14817,,,15,0,56,1,0,28,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/16,1,1,2016,pre,,Iniban Marine Sanctuary,NAYU6B0916,outside,9.89307,123.14827,,,26,0,54,1,0,19,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/14,1,1,2014,pre,,Iniban Marine Sanctuary,NAYU6R0514,outside,9.89307,123.14827,,,18,0,55,0,0,26,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/15,1,1,2015,pre,,Iniban Marine Sanctuary,NAYU6R0515,outside,9.89307,123.14827,,,15,0,71,1,0,13,0,
Philippines,Phi_40,AYUNGON,Alumni,1/1/12,1,1,2012,pre,,Iniban Marine Sanctuary,NAYU6R0712,outside,9.89307,123.14827,,,12,0,71,1,0,16,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/16,1,1,2016,pre,,Mantalip Marine Reserve,NBIN1A0616,outside,9.78471,123.16228,,,53,0,37,4,0,4,3,
Philippines,Phi_41,BINDOY_,Alumni,1/1/16,1,1,2016,pre,,Mantalip Marine Reserve,NBIN1B0616,outside,9.78471,123.16228,,,54,2,39,1,0,4,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/14,1,1,2014,pre,,Mantalip Marine Reserve,NBIN1F0514,outside,9.78471,123.16228,,,41,1,44,3,0,9,2,
Philippines,Phi_41,BINDOY_,Alumni,1/1/15,1,1,2015,pre,,Mantalip Marine Reserve,NBIN1F0515,outside,9.78471,123.16228,,,56,2,31,3,0,7,1,
Philippines,Phi_41,BINDOY_,Alumni,1/1/12,1,1,2012,pre,,Mantalip Marine Reserve,NBIN1F0712,outside,9.78471,123.16228,,,31,4,55,2,0,8,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/14,1,1,2014,pre,,Mantalip Marine Reserve,NBIN1R0514,outside,9.78471,123.16228,,,43,2,44,2,0,9,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/15,1,1,2015,pre,,Mantalip Marine Reserve,NBIN1R0515,outside,9.78471,123.16228,,,44,2,40,0,0,13,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/12,1,1,2012,pre,,Mantalip Marine Reserve,NBIN1R0712,outside,9.78471,123.16228,,,32,4,57,2,0,5,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/16,1,1,2016,pre,,Mantalip Marine Reserve,NBIN2A0616,outside,9.78924,123.1672,,,34,1,56,1,0,8,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/14,1,1,2014,pre,,Mantalip Marine Reserve,NBIN2R0514,outside,9.78924,123.1672,,,31,1,58,1,0,10,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/15,1,1,2015,pre,,Mantalip Marine Reserve,NBIN2R0515,outside,9.78924,123.1672,,,34,1,56,1,0,8,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/12,1,1,2012,pre,,Mantalip Marine Reserve,NBIN2R0712,outside,9.78924,123.1672,,,25,2,61,1,0,11,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/16,1,1,2016,pre,,Mantalip Marine Reserve,NBIN3A0616,inside,9.79708,123.16926,,,52,4,21,1,0,22,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/14,1,1,2014,pre,,Mantalip Marine Reserve,NBIN3R0514,inside,9.79708,123.16926,,,46,10,25,0,0,19,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/15,1,1,2015,pre,,Mantalip Marine Reserve,NBIN3R0515,inside,9.79708,123.16926,,,53,3,13,1,0,30,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/12,1,1,2012,pre,,Mantalip Marine Reserve,NBIN3R0712,inside,9.79708,123.16926,,,36,4,25,1,2,33,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/16,1,1,2016,pre,,Mantalip Marine Reserve,NBIN4A0616,inside,9.79789,123.16947,,,61,1,18,0,0,16,3,
Philippines,Phi_41,BINDOY_,Alumni,1/1/16,1,1,2016,pre,,Mantalip Marine Reserve,NBIN4B0616,inside,9.79789,123.16947,,,63,0,20,0,0,17,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/14,1,1,2014,pre,,Mantalip Marine Reserve,NBIN4F0514,inside,9.79789,123.16947,,,37,0,27,1,0,34,2,
Philippines,Phi_41,BINDOY_,Alumni,1/1/15,1,1,2015,pre,,Mantalip Marine Reserve,NBIN4F0515,inside,9.79789,123.16947,,,49,1,18,2,0,28,2,
Philippines,Phi_41,BINDOY_,Alumni,1/1/12,1,1,2012,pre,,Mantalip Marine Reserve,NBIN4F0712,inside,9.79789,123.16947,,,57,1,32,0,1,9,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/14,1,1,2014,pre,,Mantalip Marine Reserve,NBIN4R0514,inside,9.79789,123.16947,,,49,0,19,1,0,30,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/15,1,1,2015,pre,,Mantalip Marine Reserve,NBIN4R0515,inside,9.79789,123.16947,,,52,1,25,1,0,22,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/12,1,1,2012,pre,,Mantalip Marine Reserve,NBIN4R0712,inside,9.79789,123.16947,,,41,0,27,0,0,32,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/16,1,1,2016,pre,,Mantalip Marine Reserve,NBIN5A0616,inside,9.79857,123.16949,,,76,2,20,1,0,0,2,
Philippines,Phi_41,BINDOY_,Alumni,1/1/16,1,1,2016,pre,,Mantalip Marine Reserve,NBIN5B0616,inside,9.79857,123.16949,,,46,0,32,1,0,21,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/14,1,1,2014,pre,,Mantalip Marine Reserve,NBIN5F0514,inside,9.79857,123.16949,,,42,0,54,1,0,1,2,
Philippines,Phi_41,BINDOY_,Alumni,1/1/15,1,1,2015,pre,,Mantalip Marine Reserve,NBIN5F0515,inside,9.79857,123.16949,,,58,1,37,1,1,0,2,
Philippines,Phi_41,BINDOY_,Alumni,1/1/12,1,1,2012,pre,,Mantalip Marine Reserve,NBIN5F0712,inside,9.79857,123.16949,,,54,0,44,0,0,1,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/14,1,1,2014,pre,,Mantalip Marine Reserve,NBIN5R0514,inside,9.79857,123.16949,,,38,0,26,1,0,34,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/15,1,1,2015,pre,,Mantalip Marine Reserve,NBIN5R0515,inside,9.79857,123.16949,,,35,0,28,1,0,37,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/12,1,1,2012,pre,,Mantalip Marine Reserve,NBIN5R0712,inside,9.79857,123.16949,,,30,0,47,0,0,22,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/16,1,1,2016,pre,,Mantalip Marine Reserve,NBIN6A0616,outside,9.80297,123.1681,,,41,11,39,3,0,3,4,
Philippines,Phi_41,BINDOY_,Alumni,1/1/16,1,1,2016,pre,,Mantalip Marine Reserve,NBIN6B0616,outside,9.80297,123.1681,,,28,8,52,2,0,9,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/14,1,1,2014,pre,,Mantalip Marine Reserve,NBIN6F0514,outside,9.80297,123.1681,,,41,0,53,3,0,2,1,
Philippines,Phi_41,BINDOY_,Alumni,1/1/15,1,1,2015,pre,,Mantalip Marine Reserve,NBIN6F0515,outside,9.80297,123.1681,,,40,0,47,2,1,6,3,
Philippines,Phi_41,BINDOY_,Alumni,1/1/12,1,1,2012,pre,,Mantalip Marine Reserve,NBIN6F0712,outside,9.80297,123.1681,,,27,1,61,4,1,5,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/14,1,1,2014,pre,,Mantalip Marine Reserve,NBIN6R0514,outside,9.80297,123.1681,,,26,4,58,1,0,11,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/15,1,1,2015,pre,,Mantalip Marine Reserve,NBIN6R0515,outside,9.80297,123.1681,,,36,7,49,1,0,6,0,
Philippines,Phi_41,BINDOY_,Alumni,1/1/12,1,1,2012,pre,,Mantalip Marine Reserve,NBIN6R0712,outside,9.80297,123.1681,,,30,0,65,1,0,4,0,
Philippines,Phi_33,MANJUYO,cohort,1/1/15,1,1,2015,pre,,Bolisong Marine Sanctuary,NMAN1A0515,outside,9.69878,123.15987,,,26,0,65,0,0,9,0,
Philippines,Phi_33,MANJUYO,cohort,1/1/16,1,1,2016,pre,,Bolisong Marine Sanctuary,NMAN1A0616,outside,9.69878,123.15987,,,28,0,55,1,0,14,2,
Philippines,Phi_33,MANJUYO,cohort,1/1/15,1,1,2015,pre,,Bolisong Marine Sanctuary,NMAN1B0515,outside,9.69878,123.15987,,,24,0,56,0,0,19,0,
Philippines,Phi_33,MANJUYO,cohort,1/1/16,1,1,2016,pre,,Bolisong Marine Sanctuary,NMAN1B0616,outside,9.69878,123.15987,,,24,0,58,0,0,16,2,
Philippines,Phi_33,MANJUYO,cohort,1/1/15,1,1,2015,pre,,Bolisong Marine Sanctuary,NMAN2A0515,inside,9.70171,123.16071,,,26,0,62,0,0,11,0,
Philippines,Phi_33,MANJUYO,cohort,1/1/16,1,1,2016,pre,,Bolisong Marine Sanctuary,NMAN2A0616,inside,9.70171,123.16071,,,27,0,56,0,0,13,3,
Philippines,Phi_33,MANJUYO,cohort,1/1/15,1,1,2015,pre,,Bolisong Marine Sanctuary,NMAN2B0515,inside,9.70171,123.16071,,,16,0,73,1,0,10,0,
Philippines,Phi_33,MANJUYO,cohort,1/1/16,1,1,2016,pre,,Bolisong Marine Sanctuary,NMAN2B0616,inside,9.70171,123.16071,,,27,0,57,1,0,11,5,
Philippines,Phi_33,MANJUYO,cohort,1/1/15,1,1,2015,pre,,Bolisong Marine Sanctuary,NMAN3A0515,inside,9.70425,123.16109,,,37,0,49,0,0,14,0,
Philippines,Phi_33,MANJUYO,cohort,1/1/16,1,1,2016,pre,,Bolisong Marine Sanctuary,NMAN3A0616,inside,9.70425,123.16109,,,47,0,41,1,0,8,3,
Philippines,Phi_33,MANJUYO,cohort,1/1/15,1,1,2015,pre,,Bolisong Marine Sanctuary,NMAN3B0515,inside,9.70425,123.16109,,,33,0,32,0,0,35,0,
Philippines,Phi_33,MANJUYO,cohort,1/1/16,1,1,2016,pre,,Bolisong Marine Sanctuary,NMAN3B0616,inside,9.70425,123.16109,,,49,0,31,0,0,15,4,
Philippines,Phi_33,MANJUYO,cohort,1/1/15,1,1,2015,pre,,Bolisong Marine Sanctuary,NMAN4A0515,inside,9.70601,123.16113,,,55,0,38,1,0,6,0,
Philippines,Phi_33,MANJUYO,cohort,1/1/16,1,1,2016,pre,,Bolisong Marine Sanctuary,NMAN4A0616,inside,9.70601,123.16113,,,42,0,43,0,0,12,3,
Philippines,Phi_33,MANJUYO,cohort,1/1/15,1,1,2015,pre,,Bolisong Marine Sanctuary,NMAN5A0515,outside,9.70876,123.16082,,,66,0,30,1,0,4,0,
Philippines,Phi_33,MANJUYO,cohort,1/1/16,1,1,2016,pre,,Bolisong Marine Sanctuary,NMAN5A0616,outside,9.70876,123.16082,,,57,0,33,2,0,5,3,
Philippines,Phi_33,MANJUYO,cohort,1/1/15,1,1,2015,pre,,Bolisong Marine Sanctuary,NMAN6A0515,outside,9.7109,123.15978,,,59,0,32,2,0,7,0,
Philippines,Phi_33,MANJUYO,cohort,1/1/16,1,1,2016,pre,,Bolisong Marine Sanctuary,NMAN6A0616,outside,9.7109,123.15978,,,63,0,26,1,0,7,3,
Philippines,Phi_33,MANJUYO,cohort,1/1/15,1,1,2015,pre,,Bolisong Marine Sanctuary,NMAN6B0515,outside,9.7109,123.15978,,,35,0,43,0,0,21,0,
Philippines,Phi_33,MANJUYO,cohort,1/1/16,1,1,2016,pre,,Bolisong Marine Sanctuary,NMAN6B0616,outside,9.7109,123.15978,,,61,0,25,2,4,4,4,
Philippines,Phi_36,SCARLOS,cohort,1/1/15,1,1,2015,pre,,Ermita Marine Protected Area,NSER1A0515,outside,10.42873,123.42391,,,14,12,26,8,0,40,0,
Philippines,Phi_36,SCARLOS,cohort,1/1/16,1,1,2016,pre,,Ermita Marine Protected Area,NSER1A0616,outside,10.42873,123.42391,,,19,10,22,3,1,44,2,
Philippines,Phi_36,SCARLOS,cohort,1/1/15,1,1,2015,pre,,Ermita Marine Protected Area,NSER1B0515,outside,10.42873,123.42391,,,17,19,40,2,0,23,0,
Philippines,Phi_36,SCARLOS,cohort,1/1/16,1,1,2016,pre,,Ermita Marine Protected Area,NSER1B0616,outside,10.42873,123.42391,,,18,11,35,4,0,28,5,
Philippines,Phi_36,SCARLOS,cohort,1/1/15,1,1,2015,pre,,Ermita Marine Protected Area,NSER2A0515,inside,10.42764,123.43484,,,54,0,29,2,0,15,0,
Philippines,Phi_36,SCARLOS,cohort,1/1/16,1,1,2016,pre,,Ermita Marine Protected Area,NSER2A0616,inside,10.42764,123.43484,,,56,2,21,0,0,19,3,
Philippines,Phi_36,SCARLOS,cohort,1/1/15,1,1,2015,pre,,Ermita Marine Protected Area,NSER2B0515,inside,10.42764,123.43484,,,55,3,31,5,0,7,0,
Philippines,Phi_36,SCARLOS,cohort,1/1/16,1,1,2016,pre,,Ermita Marine Protected Area,NSER2B0616,inside,10.42764,123.43484,,,51,4,28,9,0,6,3,
Philippines,Phi_36,SCARLOS,cohort,1/1/15,1,1,2015,pre,,Ermita Marine Protected Area,NSER3A0515,inside,10.4287,123.43586,,,59,6,17,3,0,15,0,
Philippines,Phi_36,SCARLOS,cohort,1/1/16,1,1,2016,pre,,Ermita Marine Protected Area,NSER3A0616,inside,10.4287,123.43586,,,60,6,20,4,1,8,2,
Philippines,Phi_36,SCARLOS,cohort,1/1/15,1,1,2015,pre,,Ermita Marine Protected Area,NSER3B0515,inside,10.4287,123.43586,,,56,7,30,5,0,3,0,
Philippines,Phi_36,SCARLOS,cohort,1/1/16,1,1,2016,pre,,Ermita Marine Protected Area,NSER3B0616,inside,10.4287,123.43586,,,49,4,34,4,1,4,4,
Philippines,Phi_36,SCARLOS,cohort,1/1/15,1,1,2015,pre,,Ermita Marine Protected Area,NSER4A0515,outside,10.4465,123.439,,,33,1,53,2,0,11,0,
Philippines,Phi_36,SCARLOS,cohort,1/1/16,1,1,2016,pre,,Ermita Marine Protected Area,NSER4A0616,outside,10.4465,123.439,,,29,2,47,2,2,15,3,
Philippines,Phi_36,SCARLOS,cohort,1/1/15,1,1,2015,pre,,Ermita Marine Protected Area,NSER4B0515,outside,10.4465,123.439,,,18,0,57,0,0,24,0,
Philippines,Phi_36,SCARLOS,cohort,1/1/16,1,1,2016,pre,,Ermita Marine Protected Area,NSER4B0616,outside,10.4465,123.439,,,24,0,47,0,0,26,2,
Philippines,Phi_36,SCARLOS,cohort,1/1/15,1,1,2015,pre,,San Juan Marine Protected Area,NSSJ1A0515,inside,10.45482,123.44734,,,35,2,34,0,0,28,0,
Philippines,Phi_36,SCARLOS,cohort,1/1/16,1,1,2016,pre,,San Juan Marine Protected Area,NSSJ1A0616,inside,10.45482,123.44734,,,33,4,33,1,0,25,2,
Philippines,Phi_36,SCARLOS,cohort,1/1/15,1,1,2015,pre,,San Juan Marine Protected Area,NSSJ1B0515,inside,10.45482,123.44734,,,42,3,34,1,0,20,0,
Philippines,Phi_36,SCARLOS,cohort,1/1/16,1,1,2016,pre,,San Juan Marine Protected Area,NSSJ1B0616,inside,10.45482,123.44734,,,42,2,36,1,0,15,2,
Philippines,Phi_37,TAYASAN,cohort,1/1/15,1,1,2015,pre,,Cabulotan Marine Reserve,NTCB1A0415,outside,9.92623,123.17949,,,21,0,65,1,0,13,0,
Philippines,Phi_37,TAYASAN,cohort,1/1/16,1,1,2016,pre,,Cabulotan Marine Reserve,NTCB1A0616,outside,9.92623,123.17949,,,34,1,43,2,0,16,4,
Philippines,Phi_37,TAYASAN,cohort,1/1/15,1,1,2015,pre,,Cabulotan Marine Reserve,NTCB1B0415,outside,9.92623,123.17949,,,20,0,51,1,0,28,0,
Philippines,Phi_37,TAYASAN,cohort,1/1/16,1,1,2016,pre,,Cabulotan Marine Reserve,NTCB1B0616,outside,9.92623,123.17949,,,28,0,35,1,0,32,4,
Philippines,Phi_37,TAYASAN,cohort,1/1/15,1,1,2015,pre,,Cabulotan Marine Reserve,NTCB2A0415,inside,9.93021,123.17992,,,26,1,60,2,0,12,0,
Philippines,Phi_37,TAYASAN,cohort,1/1/16,1,1,2016,pre,,Cabulotan Marine Reserve,NTCB2A0616,inside,9.93021,123.17992,,,43,0,33,3,0,17,3,
Philippines,Phi_37,TAYASAN,cohort,1/1/15,1,1,2015,pre,,Cabulotan Marine Reserve,NTCB2B0415,inside,9.93021,123.17992,,,24,1,59,3,0,14,0,
Philippines,Phi_37,TAYASAN,cohort,1/1/16,1,1,2016,pre,,Cabulotan Marine Reserve,NTCB2B0616,inside,9.93021,123.17992,,,33,0,51,3,0,10,3,
Philippines,Phi_37,TAYASAN,cohort,1/1/15,1,1,2015,pre,,Cabulotan Marine Reserve,NTCB3A0415,inside,9.93135,123.1795,,,50,0,23,1,1,25,0,
Philippines,Phi_37,TAYASAN,cohort,1/1/16,1,1,2016,pre,,Cabulotan Marine Reserve,NTCB3A0616,inside,9.93135,123.1795,,,57,0,17,0,13,12,1,
Philippines,Phi_37,TAYASAN,cohort,1/1/15,1,1,2015,pre,,Cabulotan Marine Reserve,NTCB3B0415,inside,9.93135,123.1795,,,34,0,45,0,0,22,0,
Philippines,Phi_37,TAYASAN,cohort,1/1/16,1,1,2016,pre,,Cabulotan Marine Reserve,NTCB3B0616,inside,9.93135,123.1795,,,39,0,36,1,0,21,3,
Philippines,Phi_37,TAYASAN,cohort,1/1/15,1,1,2015,pre,,Cabulotan Marine Reserve,NTCB4A0415,outside,9.93487,123.17921,,,29,0,53,1,0,18,0,
Philippines,Phi_37,TAYASAN,cohort,1/1/16,1,1,2016,pre,,Cabulotan Marine Reserve,NTCB4A0616,outside,9.93487,123.17921,,,38,0,32,2,0,25,3,
Philippines,Phi_37,TAYASAN,cohort,1/1/15,1,1,2015,pre,,Cabulotan Marine Reserve,NTCB4B0415,outside,9.93487,123.17921,,,30,0,50,1,0,19,0,
Philippines,Phi_37,TAYASAN,cohort,1/1/16,1,1,2016,pre,,Cabulotan Marine Reserve,NTCB4B0616,outside,9.93487,123.17921,,,37,0,39,3,0,17,4,
Philippines,Phi_22,CANTILA,Prototype,1/1/12,1,1,2012,pre,,Ayoke Marine Protected Area,SCAY1F0312,inside,9.39002,126.04291,,,69,0,19,0,2,8,3,
Philippines,Phi_22,CANTILA,Prototype,1/1/16,1,1,2016,pre,,Ayoke Marine Protected Area,SCAY1F0316,inside,9.39002,126.04291,,,20,2,69,1,0,4,3,
Philippines,Phi_22,CANTILA,Prototype,1/1/11,1,1,2011,pre,,Ayoke Marine Protected Area,SCAY1F0411,inside,9.39002,126.04291,,,71,0,23,0,0,5,0,
Philippines,Phi_22,CANTILA,Prototype,1/1/13,1,1,2013,pre,,Ayoke Marine Protected Area,SCAY1F0913,inside,9.39002,126.04291,,,45,1,39,0,1,13,1,
Philippines,Phi_22,CANTILA,Prototype,1/1/14,1,1,2014,pre,,Ayoke Marine Protected Area,SCAY1F1114,inside,9.39002,126.04291,,,7,0,78,3,0,13,0,
Philippines,Phi_22,CANTILA,Prototype,1/1/16,1,1,2016,pre,,Ayoke Marine Protected Area,SCAY1R0316,inside,9.39002,126.04291,,,23,1,70,1,0,5,0,
Philippines,Phi_22,CANTILA,Prototype,1/1/11,1,1,2011,pre,,Ayoke Marine Protected Area,SCAY1R0411,inside,9.39002,126.04291,,,71,1,23,0,0,6,0,
Philippines,Phi_22,CANTILA,Prototype,1/1/13,1,1,2013,pre,,Ayoke Marine Protected Area,SCAY1R0913,inside,9.39002,126.04291,,,42,0,48,0,1,8,0,
Philippines,Phi_22,CANTILA,Prototype,1/1/14,1,1,2014,pre,,Ayoke Marine Protected Area,SCAY1R1114,inside,9.39002,126.04291,,,17,1,81,0,0,1,0,
Philippines,Phi_22,CANTILA,Prototype,1/1/12,1,1,2012,pre,,Ayoke Marine Protected Area,SCAY2F0312,inside,9.39379,126.04318,,,62,5,13,0,13,5,3,
Philippines,Phi_22,CANTILA,Prototype,1/1/16,1,1,2016,pre,,Ayoke Marine Protected Area,SCAY2F0316,inside,9.39379,126.04318,,,37,6,50,0,0,4,2,
Philippines,Phi_22,CANTILA,Prototype,1/1/11,1,1,2011,pre,,Ayoke Marine Protected Area,SCAY2F0411,inside,9.39379,126.04318,,,72,0,27,1,0,0,0,
Philippines,Phi_22,CANTILA,Prototype,1/1/13,1,1,2013,pre,,Ayoke Marine Protected Area,SCAY2F0913,inside,9.39379,126.04318,,,48,4,43,0,1,3,1,
Philippines,Phi_22,CANTILA,Prototype,1/1/14,1,1,2014,pre,,Ayoke Marine Protected Area,SCAY2F1114,inside,9.39379,126.04318,,,22,3,55,1,0,18,2,
Philippines,Phi_22,CANTILA,Prototype,1/1/12,1,1,2012,pre,,Ayoke Marine Protected Area,SCAY2R0312,inside,9.39379,126.04318,,,80,1,17,0,2,1,0,
