"Country","Name","Latitude","Longitude","Reef type","Reef zone","Reef exposure","Notes"
"Honduras","Control Portuaria/ Santa Fe-","16.00178","-86.00432","barrier","bank","sheltered","Second dive for first day, site is located near the channel were ships pass towards the harbour."
"Honduras","Impacto/ P1","16.03785","-86.03","barrier","bank","semi-exposed",""
"Honduras","Impacto/P2","16.03383","-86.00432","barrier","bank","semi-exposed",""
